emergent_url_phase1,fact_tag_phase1,claim_category_phase1,claim_description_phase1,claim_tags_phase1,article_date_phase1,claim_title_phase1,claim_body_phase1,original_url_phase1,error_phase2,original_article_text_phase2,article_title_phase2,publish_date_phase2,author_phase2
http://www.emergent.info/man-slapping-people-for-sneezing,,,,,,,,,Website down,--,,,
